MiB,numfiles,delay,N,fpt,run,seconds
500,15,0,3,1,2,8.504120588302612
500,15,0,3,1,3,8.50256896018982
500,15,0,3,1,4,8.522427082061768
500,15,0,3,1,5,8.520445585250854
500,15,0,3,3,1,9.512501239776611
500,15,0,3,3,2,8.51355266571045
500,15,0,3,3,3,8.525098085403442
500,15,0,3,3,4,8.517349481582642
500,15,0,3,3,5,8.546424865722656
500,15,0,4,1,1,8.515068769454956
500,15,0,4,1,2,8.518926620483398
500,15,0,4,1,3,8.51820182800293
500,15,0,4,1,4,8.507756471633911
500,15,0,4,1,5,8.529009819030762
500,15,0,4,3,1,8.510520458221436
500,15,0,4,3,2,8.525548219680786
500,15,0,4,3,3,8.513899326324463
500,15,0,4,3,4,8.510293960571289
500,15,0,4,3,5,10.528956174850464
500,15,0,8,1,1,10.535037994384766
500,15,0,8,1,2,8.510989665985107
500,15,0,8,1,3,8.497515678405762
500,15,0,8,1,4,8.52121877670288
500,15,0,8,1,5,8.512532472610474
500,15,0,8,3,1,8.534314632415771
500,15,0,8,3,2,8.502873420715332
500,15,0,8,3,3,8.518555641174316
500,15,0,8,3,4,8.520601034164429
500,15,0,8,3,5,8.534596681594849
500,15,50,1,1,1,24.5639967918396
500,15,50,1,1,2,24.545766592025757
500,15,50,1,1,3,24.55475902557373
500,15,50,1,1,4,24.570340156555176
500,15,50,1,1,5,24.551960468292236
500,15,50,1,3,1,24.549919843673706
500,15,50,1,3,2,24.56205463409424
500,15,50,1,3,3,24.539352655410767
500,15,50,1,3,4,24.55841636657715
500,15,50,1,3,5,24.53246021270752
500,15,50,2,1,1,16.6002197265625
500,15,50,2,1,2,16.546250343322754
500,15,50,2,1,3,16.54270029067993
500,15,50,2,1,4,16.550891876220703
500,15,50,2,1,5,16.54723596572876
500,15,50,2,3,1,16.56492590904236
500,15,50,2,3,2,16.52826189994812
500,15,50,2,3,3,16.539416074752808
500,15,50,2,3,4,16.53499984741211
500,15,50,2,3,5,16.533976316452026
500,15,50,3,1,1,16.534703969955444
500,15,50,3,1,2,19.563315868377686
500,15,50,3,1,3,16.548341989517212
500,15,50,3,1,4,19.556554079055786
500,15,50,3,1,5,18.547592878341675
500,15,50,3,3,1,19.538968801498413
500,15,50,3,3,2,18.546655416488647
500,15,50,3,3,3,18.547554969787598
500,15,50,3,3,4,19.551790475845337
500,15,50,3,3,5,19.56383490562439
500,15,50,4,1,1,16.539469480514526
500,15,50,4,1,2,16.56142520904541
500,15,50,4,1,3,16.54410219192505
500,15,50,4,1,4,16.543057680130005
500,15,50,4,1,5,16.552825689315796
500,15,50,4,3,1,19.56272530555725
500,15,50,4,3,2,18.539966344833374
500,15,50,4,3,3,19.535253763198853
500,15,50,4,3,4,16.562407970428467
500,15,50,4,3,5,16.539693355560303
500,15,50,8,1,1,20.62528705596924
500,15,50,8,1,2,17.550276041030884
500,15,50,8,1,3,20.543828010559082
500,15,50,8,1,4,18.53581976890564
500,15,50,8,1,5,18.53386163711548
500,15,50,8,3,1,18.564469814300537
500,15,50,8,3,2,18.544785976409912
500,15,50,8,3,3,18.5409939289093
500,15,50,8,3,4,18.541451930999756
500,15,50,8,3,5,18.53396511077881
500,15,100,1,1,1,31.57904314994812
500,15,100,1,1,2,32.59623742103577
500,15,100,1,1,3,31.572872638702393
500,15,100,1,1,4,31.59012722969055
500,15,100,1,1,5,31.582306623458862
500,15,100,1,3,1,31.57874608039856
500,15,100,1,3,2,31.547667741775513
500,15,100,1,3,3,31.577373266220093
500,15,100,1,3,4,31.581480503082275
500,15,100,1,3,5,32.57606506347656
500,15,100,2,1,1,24.561767101287842
500,15,100,2,1,2,24.55655312538147
500,15,100,2,1,3,24.582639694213867
500,15,100,2,1,4,24.548102378845215
500,15,100,2,1,5,24.563743829727173
500,15,100,2,3,1,24.553197622299194
500,15,100,2,3,2,24.588505029678345
500,15,100,2,3,3,24.570723295211792
500,15,100,2,3,4,24.5575852394104
500,15,100,2,3,5,24.565662145614624
500,15,100,3,1,1,24.555266618728638
500,15,100,3,1,2,27.588932752609253
500,15,100,3,1,3,27.566885709762573
500,15,100,3,1,4,24.580390691757202
500,15,100,3,1,5,26.572736978530884
500,15,100,3,3,1,27.593913793563843
500,15,100,3,3,2,24.574724197387695
500,15,100,3,3,3,27.582674264907837
500,15,100,3,3,4,27.583616018295288
500,15,100,3,3,5,24.573715686798096
500,15,100,4,1,1,25.569040298461914
500,15,100,4,1,2,25.56378984451294
500,15,100,4,1,3,27.571375608444214
500,15,100,4,1,4,28.58540439605713
500,15,100,4,1,5,25.56158757209778
500,15,100,4,3,1,25.562835693359375
500,15,100,4,3,2,25.55149006843567
500,15,100,4,3,3,25.540127992630005
500,15,100,4,3,4,25.578352212905884
500,15,100,4,3,5,26.57500195503235
500,15,100,8,1,1,31.587229251861572
500,15,100,8,1,2,30.592409133911133
500,15,100,8,1,3,32.57943367958069
500,15,100,8,1,4,31.57157564163208
500,15,100,8,1,5,32.57217836380005
500,15,100,8,3,1,32.605161905288696
500,15,100,8,3,2,32.585572242736816
500,15,100,8,3,3,30.59869360923767
500,15,100,8,3,4,30.58456540107727
500,15,100,8,3,5,30.573012113571167
